clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,mean_pitch,pitch_range,pitch_std,mean_energy,energy_std,mean_zcr,duration,clean_text,word_count,label_id
clip_0970,Calm,0.7956,High Stress,0.7,Frustrated,0.4773,False,133.84,176.85,50.3,0.07012,0.05169,0.1735,20.0,"i lost, right? out of 10th gear. understood, we're looking. one 10th, quicker sector one, two 10ths, quicker sector two, the max that time. keep out. i can't hear you, can't hear you. okay, may drive, we'll go, just head down and focus. three 10ths quicker than the staff in sector two that time. keep out. the oversteering 14 is all torque delivery. half the",60,1
clip_0379,Calm,0.5109,Calm,0.65,Calm,0.5665,False,104.06,116.1,22.76,0.08699,0.04894,0.209,20.0,"1.1 behind. cap was one second behind, but this will have overtake. cap ahead 1.6 behind 1.5. some media runners, i'll have a look, some media runners complaining of greening.",27,0
clip_0297,Calm,0.9838,Calm,0.65,Calm,0.8503,False,110.92,115.66,36.9,0.08452,0.05323,0.1669,13.696,i'm glad we were able to race with everything that's coming.,11,0
clip_1207,Frustrated,0.3253,Calm,0.65,Frustrated,0.26,False,101.36,135.17,28.82,0.0519,0.04005,0.1774,35.0,"oh, come on charles! who is the afton martin? around you, or before, stroll. i'll address in the middle of the corner as always. mode slow, and target zero. charge, turn on. love. i'm waiting for the other cars to finish. forever. class.",43,1
clip_0682,Calm,0.9061,High Stress,0.7,High Stress,0.5436,False,109.51,210.18,52.8,0.05987,0.04166,0.167,19.968,"the rules allow it to be perfect. you have pre-tied and you have the clear at 3.5. get up, it's way before 6. he's on push now. okay.",25,2
clip_0291,Calm,0.5063,High Stress,0.7,High Stress,0.3038,False,168.08,186.55,54.06,0.08272,0.05501,0.2067,18.848,"but good work, great work in fact. that was an incredible race, incredible work. the car was a beast today, as it has been all weekend. yeah, well done ali. 30 is there, excellent work. you too, you too.",38,2
clip_1276,High Stress,0.65,High Stress,0.7,High Stress,0.67,False,142.72,275.85,76.36,0.06383,0.04353,0.1747,35.0,"there he is! gb2 engine, gb2 what's parmen is doing? he needs to give me back the position. cut the chicken. parmen has a 5 second penalty. 5 seconds it's a yoke! a yoke! yeah, we know if we can't do anything apart from give it everything maximum pace. we need to box the car to retire. we have an issue with the car. okay.",61,2
clip_0128,Calm,0.9306,Calm,0.65,Calm,0.8183,False,132.15,51.98,11.86,0.08259,0.05542,0.114,3.04,the top 7 are all on medium.,6,0
clip_0573,Calm,0.8757,High Stress,0.7,Calm,0.5254,False,120.66,266.13,73.12,0.08329,0.05517,0.1931,17.568,thanks for watching guys!,4,0
clip_0737,Calm,0.8933,High Stress,0.7,Calm,0.536,False,143.78,1928.39,269.97,0.08615,0.05038,0.1951,14.752,"how was the balance for you niko? a bit cleaner i would say. i think maybe just with tools, not with aerobalance, you go a bit more aggressive now. two rotation.",31,0
clip_1161,Calm,0.8575,Calm,0.65,Calm,0.7745,False,105.67,82.55,14.18,0.04913,0.04408,0.1876,19.968,"let's go. one minute. 30 seconds. 10 seconds. let's try and work the rear where we can. alright, you're doing a good job. let's try and cool the engine if you can. and formation lab, start feedback. we could try to drop.",40,0
clip_0416,Calm,0.8053,High Stress,0.7,Calm,0.4832,False,117.61,176.91,54.15,0.07338,0.04309,0.1857,20.0,"we'll just leave the bu running. that was a tool clip. and we target plus seven. so we'll box box. so strut mode 13. that was nice from the us in the way. copy. so that was ocon. yeah, nice from him.",41,0
clip_0654,Calm,0.9393,High Stress,0.7,Calm,0.5636,False,154.77,408.5,59.86,0.08711,0.0486,0.1781,20.0,"you will be offset minus one, push toggle on and slow mode off. remind the foot on brake, remind it to go when the blue lights come, last car on the grid. boost available if you want. mode 6, this is p7. we start managing the tires now. in front of you, color pinto.",52,0
clip_0375,Calm,0.9453,Calm,0.65,Calm,0.8272,False,114.81,105.37,26.0,0.06102,0.04194,0.1799,20.0,"of the grid markings, final burnout, e8 for stappen, then select strat 7 and green 12 position 1. remember your brake pressure, we select first gear and the blue light for one set.",29,0
clip_0510,Calm,0.9002,Calm,0.65,Calm,0.8001,False,132.76,131.73,31.16,0.08632,0.05033,0.1685,20.0,"yep, i hear you. we're still just on the low side of temp, so we'll try and do a better job on the out lap and we'll take some balance off. we'll calm it down. okay, so we'll box into this lap. you can push on this in lap. in sync with fernando behind. okay, so, loss in and behind, pushing. we'll be boxing.",64,0
clip_1164,Calm,0.9662,Calm,0.65,Calm,0.8397,False,106.9,66.53,14.39,0.07315,0.04722,0.2204,20.0,"but if you want more deployment for 7, we've got strap 5 or 6 available. so alonzo 0.3 ahead, holkenberg 0.4 behind. alonzo lasts to that, 42.3. alonzo 0.6 ahead. time management looking good. alright, we've got entry.",31,0
clip_0226,Calm,0.7916,High Stress,0.7,Calm,0.475,False,152.57,513.44,82.57,0.08771,0.04751,0.1789,20.0,"so if you ask me now, 3399, you did a 345 with scrubbed. and hulk are back new, 341 now, you did a 345. we are happy to do another lap, matel. so track is clear, will be mode push. exit 1014, target zero.",39,0
clip_0799,Calm,0.8144,High Stress,0.7,High Stress,0.4886,False,116.77,204.3,50.04,0.07919,0.04352,0.2082,20.0,"exit 11. how was the balance oli? balance is good, i think i could have had 0.2 for the first push. second push, starting at a bit or less. it's box. box.",30,2
clip_0884,Calm,0.9051,Calm,0.65,Calm,0.8031,False,91.49,9.57,2.17,0.07065,0.05774,0.1516,4.352,other than that both cars same pou all those smaller details.,11,0
clip_0377,Calm,0.9291,Calm,0.65,Calm,0.8175,False,93.1,82.75,15.5,0.08821,0.04681,0.2016,20.0,"3, yeah ahead of the book 0.5, the book will have overtake ahead, give entry, give high speed available, ahead of the list is 0.9, and the list will have overtake, yeah 0.8.",29,0
clip_0676,High Stress,0.65,High Stress,0.7,High Stress,0.39,False,151.29,179.35,38.52,0.08865,0.04602,0.1562,20.0,"27, 27 were done. don't like safety cars, but with score points anyway well, that's not what i expected so very very well done. very very well done. i think honestly we what we have the pace we have that was everything we could do with the car",46,2
clip_1229,Calm,0.6081,Calm,0.65,Calm,0.6249,False,177.79,60.01,13.66,0.09606,0.02583,0.2665,4.48,"talk 5, talk 5, please do charge battery, talk 5.",7,0
clip_1284,High Stress,0.9745,High Stress,0.75,High Stress,0.8847,False,346.29,1152.62,237.82,0.06185,0.04534,0.215,34.624,"you'll be fine, just complete the lap. the stappen, currently in the drop zone, with a time that should be good enough as he comes across the line, but it's good enough for nife! the stappen at risk here, for an almighty shock! and he's on the break! ah, gasly and magnuson! i'm so sad. i'm so sad. i'm so sad. i'm so sad. i'm so sad. i'm so sad. i'm so sad. i'm so sad. i'm so sad. i'm so sad. i'm so sad.",85,2
clip_0641,Calm,0.9443,Calm,0.65,Calm,0.8266,False,137.79,69.53,12.11,0.08661,0.04943,0.2052,5.792,"bit coping is, driving is going forward offset if you want, offset 0 and then we go offset minus 1 after 10.4.",19,0
clip_0631,Calm,0.8957,Calm,0.65,Calm,0.7974,False,121.21,143.45,35.43,0.08304,0.05549,0.209,13.504,"yeah, same approach, i struggled on the last stop, i'm a star. so, against harvard, indian, the two places are 123 and 6, so i think things were faster than before.",29,0
clip_0948,Calm,0.88,Calm,0.65,Calm,0.788,False,113.25,91.94,22.05,0.08252,0.05616,0.1604,20.0,"gap behind 4.4, just need to keep watching that front, no more pushing than you did last lap and you did more management as well. 3-4-10 quicker than all cars behind. gap behind 5 seconds, hour the tyres please, safety car window is open. does the quads lift? i can make it, doing a great job here, just keep it up.",58,0
clip_0766,Calm,0.8497,Calm,0.65,Calm,0.7698,False,112.71,144.89,34.94,0.08331,0.05515,0.1838,20.0,"that's lawson. and safety car window is open. safety car window open. left is the okay, copy. no left side. it's just good then. i feel it and it does look great. understood, you go. entry minus one. entry minus",40,0
clip_1196,High Stress,0.9893,Calm,0.65,High Stress,0.5936,False,100.69,84.48,19.2,0.07404,0.06704,0.2211,20.0,"final lap, bareman 3.1 behind, bareman 1.6 behind, fine bareman is ghastly three seconds back, okay that is the checkered flag for us, it's a p13, let's go mode slow, mode slow, well done mate",32,2
clip_1266,Frustrated,0.7036,High Stress,0.75,Frustrated,0.4222,False,319.17,1985.19,476.6,0.08597,0.051,0.1767,35.0,"i'm going all the way up, how is possible? how? i'm not finished, not tires, we are out of the points. i'm trying to do whatever but i don't care so much about georgia. at the end you looked quite upset with petrov when you slowed down alongside him, is that how you feel? do you feel he was in the way? well, i tried to pass him once and he protected like last lap in the last race in the championship, fighting both for the championship so it was very aggressive but you know it's the way it is.",100,1
clip_1301,Calm,0.5198,High Stress,0.75,Frustrated,0.3119,False,404.46,951.3,386.05,0.08357,0.05384,0.1947,11.616,i'm not coming behind yuki we need to push harder on tires they are looking good now we need to open the gap to battle you can push harder push flat out i am shut up,36,1
clip_0856,Calm,0.8845,High Stress,0.7,Calm,0.5307,False,105.23,158.44,31.56,0.08643,0.05012,0.2149,20.0,"to go. the aulia deck is very low and greening much reduced from sprint race. you're marked everywhere, marked everywhere. same pace.",22,0
clip_0899,Calm,0.7984,Calm,0.65,Calm,0.739,False,138.05,101.95,21.05,0.08018,0.05921,0.1853,20.0,"we're in terms of timers. so, psop, ps6 at the moment, fastest, piaf street 3399. so, half the 10th",16,0
clip_0423,Calm,0.9042,Calm,0.65,Calm,0.8025,False,96.08,103.3,21.59,0.08593,0.05096,0.1879,20.0,"gap to hulkenbergerhead now is 12 seconds. gap six ahead. no pressure behind. colobito leclerc-hals behind, starting laps. real box box. so the strat 13, strat 13, currently a p1. georgia port.",27,0
clip_0655,Calm,0.6194,High Stress,0.7,Calm,0.3716,False,150.41,186.88,34.48,0.07684,0.05115,0.207,20.0,hard. offset zero if you want. you will need a bit more management turn 13 exit. okay i get up on my ass. yeah it's okay. you can do a step more in seven and eight then. okay. full toggle if you want seven eight. one more step turn seven please. okay.,51,0
clip_0067,Calm,0.5593,High Stress,0.7,High Stress,0.3356,False,150.5,442.95,113.01,0.08701,0.04907,0.1398,20.0,1.5 i just push in 3 ok what's the score? is that 2 behind pushing? is that 1.5 coming now? ok next one no risk no risk 7 pushing start off offset 0 tp 1,28,2
clip_1317,High Stress,0.65,Calm,0.65,High Stress,0.39,False,159.52,37.85,8.54,0.03989,0.04295,0.2272,2.048,are they okay? i see a fire.,7,2
clip_1131,Calm,0.7015,Calm,0.65,Calm,0.6809,False,108.76,23.64,5.59,0.08543,0.05073,0.2288,2.528,and it will only be ignition off on the way bridge.,11,0
clip_0698,Calm,0.9162,High Stress,0.7,Calm,0.5497,False,136.12,174.51,60.51,0.07271,0.04737,0.1552,20.0,"yep. in lane speed limiter on. let's get some good brake temperature for the first half of the straight. the engine rpm dropped too low. ok, reminder for the boost button. mass carb back at the grid.",37,0
clip_0293,Calm,0.6942,High Stress,0.7,Frustrated,0.4165,False,128.57,364.54,83.49,0.07244,0.04982,0.165,20.0,"strap 13, please. strap 13. pick up rubber. and that's p6 as well. oh man, i gave everything i had. i really wanted to get the p5 because",24,1
clip_0062,Calm,0.4903,Calm,0.65,Calm,0.5542,False,157.58,110.37,24.98,0.07373,0.06698,0.1713,4.096,"we still gained the overlamp, but we were out.",9,0
clip_0829,Calm,0.896,Calm,0.65,Calm,0.7976,False,99.75,64.62,13.91,0.08593,0.05037,0.1675,10.336,"turn 13 is 170, does at least 7 ahead, 275 and a straight. everything looking good.",12,0
clip_0546,Calm,0.9022,Calm,0.65,Calm,0.8013,False,121.24,123.91,32.36,0.08903,0.04532,0.1442,20.0,"the car ahead, gathley's just slowed up to let the clerk through, he's in turn 14. hamilton will catch up a few quickly. the next car is bairman, turn 13. clear ahead. this lap, keep the revs up, should be in the phase with cars behind.",44,0
clip_1253,Frustrated,0.4244,High Stress,0.7,High Stress,0.28,False,236.17,605.37,129.17,0.08304,0.05554,0.1495,35.0,"2010, both fighting for the win until, boom, this happened. and while weber managed to keep going in stay calm, vettel was out of the race and absolutely lost his mind on the radio. now sure, the most disrespectful radios are usually the ones full of swearing and screaming, but honestly, sometimes the most soul-crushing ones are the subtle ones and the ultimate example is germany 2010.",64,2
clip_0371,Calm,0.8932,Calm,0.65,Calm,0.7959,False,99.1,82.28,39.65,0.07453,0.05765,0.2593,5.312,"latest truck temp was 26 degrees, speed raise was 28 at the beginning.",11,0
clip_0247,Calm,0.6888,High Stress,0.7,High Stress,0.4133,False,109.98,152.52,33.59,0.0832,0.05526,0.2148,20.0,"antonelli, same track and wind. norris 6. norris 6 will be mode push out of last corner. norris 5. norris. norris 8. russell out of the lap.",23,2
clip_0011,Calm,0.7363,High Stress,0.7,High Stress,0.4418,False,133.81,184.14,51.12,0.06889,0.04111,0.2094,20.0,"either we just drop on the platform, we think it's tight, or we think it's something else. is there anything else dave? it's a very slippery path, so it's a good sign. i'm sorry, it was a second to everything else.",41,2
clip_1120,Calm,0.8484,Calm,0.65,Calm,0.7691,False,113.49,111.5,31.98,0.08368,0.05448,0.2452,20.0,"lap in 39.4, the gap to him is for 18.4 seconds. two laps to go. last lap. that's the checker flag for us. mode slow, mode slow. take the pick up. you are p15. race winner antonina.",34,0
clip_0660,Calm,0.9539,High Stress,0.7,Calm,0.5723,False,137.67,251.57,48.78,0.08828,0.04678,0.1646,20.0,and we think maybe using a wider line apex 2 might help the front left. mode 11 and slow mode off. if we can get some proof throttle you can go offset 3 if you can take it. slow mode on. mode 4 in the background you can catch the pack.,47,0
clip_0082,Frustrated,0.5811,High Stress,0.7,Frustrated,0.3487,False,123.21,204.69,55.07,0.08909,0.0451,0.1472,20.0,"we might just lift the button, see for turn 1. we take that corner, right on. w, left corner. turn on high rpm. time to go again. negative. yeah. yeah, i fucked up.",32,1
clip_0174,Calm,0.4392,High Stress,0.7,High Stress,0.28,False,117.5,150.4,39.43,0.08524,0.05187,0.1552,20.0,"the head of you are 38, b38, 2i38 also we think we want to go and we need higher than stages 2 carlos, we need higher than stages 2 thank you very much",28,2
clip_1254,Frustrated,0.7299,High Stress,0.7,Frustrated,0.4379,False,195.95,497.03,89.0,0.07592,0.04285,0.1729,35.0,"alonso was leading, ferrari wanted alonso to win to boost a title fight, and they had to tell the brazilian to get out of the way. like this. cold, brutal, zero vibes. masa accepted it, but not without making a point. he slowed down on the straight so everyone in their grand mar can see that this wasn't a real overtake, but a straight up team order. alonso obviously went on to win the race, and just to make it even better, team orders were actually illegal back then, which is why ferrari",93,1
clip_0967,Calm,0.6421,Calm,0.65,Calm,0.6452,False,107.88,100.18,17.83,0.08562,0.05125,0.1589,20.0,"gap behind stable one second. reminders to keep one line under braking and being attacked. gap 1.2 behind now. tire management is all good. only drift loss is 1.2. 30 laps to go. gap behind stable 1.2. only loss, drop on the front, turn 3. focus, exit.",42,0
clip_0301,High Stress,0.2734,High Stress,0.7,High Stress,0.4441,False,183.26,451.46,146.14,0.09043,0.04236,0.1452,20.0,"okay, slow button please, slow button on. a fail, eat, poor, fail. fail, eat, poor, fail.",16,2
